ANIO,MES,BARRIO,USO,ESTRATO,PROMEDIO,INMUEBLES
2016,07,Arrayanes,Residencial,1,12.11,73
2018,04,Panorama,Residencial,2,13.07,219
2017,11,Vereda La Manuela,Rural,3,0,1
2016,07,CampoHermoso (Univ. Mzles),Comercial,Comercial,17.84,146
2018,04,Cerro de Oro,Residencial,6,119.33,3
2017,11,Aranjuez,Comercial,Comercial,13.76,17
2018,06,Vereda Quiebra de Velez,Rural,2,16.03,35
2016,02,La Rambla,Servicios Especiales,Servicios Especiales,97.33,9
2016,09,Aguacate,Residencial,1,7,41
2016,08,Vereda Minitas,Servicios Especiales,Servicios Especiales,405,1
2017,08,Fatima,Residencial,3,14.17,1178
2017,11,Bella Montaña (Hosp G. - Esc),Residencial,3,6.58,454
2017,02,Zona Industrial,Oficial,Oficial,881.75,4
2016,05,La Rambla,Industrial,Industrial,253,1
2018,05,Vereda La China,Oficial,Oficial,23.5,2
2018,05,San Marcel,Residencial,4,11.98,90
2017,07,Arrayanes,Residencial,1,12.88,74
2017,03,Vereda La Cabaña,Industrial,Industrial,16.43,7
2016,02,Persia,Residencial,1,11.32,88
2018,01,Ciudadela La Linda,Servicios Especiales,Servicios Especiales,82,1
2017,07,Vereda Patio Bonito,Oficial,Oficial,22,1
2018,06,Alta Suiza,Residencial,1,2.33,6
2016,03,Vereda Mal Paso,Rural,4,12,1
2016,08,Castellana,Comercial,Comercial,19.49,41
2016,08,Estambul,Residencial,3,8.73,1081
2017,09,Fundadores,Comercial,Comercial,13.46,59
2016,06,El Sol,Comercial,Comercial,4.36,64
2016,04,Centenario,Residencial,3,14.06,238
2017,10,Las Americas,Residencial,2,9,4
2016,12,Arrayanes,Residencial,1,11.97,74
2016,04,La Toscana,Residencial,3,9.24,179
2018,01,Centro,Residencial,6,9.8,15
2017,05,Vereda Cueva Santa,Rural,1,8.52,29
2016,11,El Sol,Residencial,5,11.89,19
2016,08,Vereda Manzanares,Industrial,Industrial,18.57,7
2017,08,Sacatin,Rural,1,6.5,4
2017,01,Zona Industrial,Industrial,Industrial,1434.35,26
2016,08,Villapilar,Residencial,2,14.16,19
2017,05,Vereda Mal Paso,Rural,1,4.56,16
2017,05,San Antonio,Residencial,3,13.22,423
2017,09,Vereda El Chuzo,Rural,2,5.63,24
2018,01,Vereda Manzanares,Rural,2,10.44,34
2018,05,La Carola,Residencial,2,14.01,389
2017,08,Lleras,Residencial,5,15.4,10
2017,07,Los Alcazares,Residencial,1,13,1
2017,08,Nevado,Residencial,1,12.19,469
2017,11,Los Rosales,Residencial,5,10.32,173
2016,05,Asturias,Rural,3,25,1
2017,02,CampoHermoso (Univ. Mzles),Residencial,1,14.67,49
2017,02,Residencias Manizales,Residencial,4,10.74,643
2018,06,Laureles,Comercial,Comercial,30.64,91
2016,07,Belen,Servicios Especiales,Servicios Especiales,89.38,8
2016,12,El Carmen,Comercial,Comercial,12.72,39
2017,04,La Francia,Residencial,5,7.47,146
2016,03,Camelia,Residencial,5,11.7,10
2016,07,Vereda San Peregrino,Rural,3,20.54,54
2018,02,Uribe,Residencial,5,9.45,31
2017,05,Cervantes,Oficial,Oficial,44.33,3
2016,10,Vereda Patio Bonito,Residencial,1,60,1
2016,05,San Sebastian (I - II Etapa),Comercial,Comercial,22,1
2016,12,Belen,Servicios Especiales,Servicios Especiales,66.22,9
2017,03,Bajo Prado,Oficial,Oficial,35,1
2016,07,Uribe,Residencial,4,12.66,256
2018,01,Vereda La Trinidad,Oficial,Oficial,131,1
2017,01,La Leonora,Residencial,3,14.63,88
2017,07,Villa Café Etapas I - II,Residencial,3,9.85,455
2017,11,Palermo,Residencial,6,10.74,832
2017,08,Fatima,Comercial,Comercial,19.97,29
2016,06,Vereda Cuchilla del Salado,Servicios Especiales,Servicios Especiales,5,1
2018,01,Camilo Torres,Residencial,1,6.33,87
2017,12,Vereda Alto Corinto,Residencial,2,10.08,112
2017,03,Vereda La Trinidad,Residencial,4,7.67,3
2017,01,Vereda Morrogordo,Rural,1,14.79,14
2016,01,Vereda Patio Bonito,Rural,1,12,19
2018,04,San Antonio,Oficial,Oficial,125.67,6
2016,04,Vereda Guacas,Rural,5,8,1
2016,02,Vereda Bajo Tablazo,Oficial,Oficial,27,2
2017,09,La Francia,Residencial,6,12.81,313
2016,02,Gonzalez,Residencial,1,12.81,63
2018,04,Uribe,Residencial,5,9.45,31
2016,08,CampoAmor,Industrial,Industrial,74,1
2018,06,Nogales,Residencial,3,8.94,585
2017,12,Centenario,Comercial,Comercial,26.67,12
2016,11,Vereda Hoyo Frio,Oficial,Oficial,19,1
2016,09,Vereda Cuchilla del Salado,Oficial,Oficial,21.6,5
2017,12,Isabella,Residencial,3,11.02,50
2017,10,Uribe,Residencial,5,8.94,31
2017,11,Aranjuez,Servicios Especiales,Servicios Especiales,1.5,2
2018,04,SanCancio,Suministro a Constru,Suministro a Constru,44.67,3
2017,12,Vereda Bajo Corinto,Rural,2,3,1
2018,06,Asturias,Comercial,Comercial,64.68,28
2018,07,Fundadores,Residencial,4,13.76,225
2018,06,Vereda Alto Tablazo,Comercial,Comercial,26.4,5
2016,01,Cervantes,Residencial,3,15.82,1252
2016,08,El encuentro,Residencial,2,12,6
2016,07,Villapilar,Oficial,Oficial,2179,2
2018,02,Baja Leonora,Comercial,Comercial,4.4,5
2018,06,Vivienda Popular,Residencial,2,12.98,111
2016,04,Altos de Castilla,Residencial,3,0,1
2017,02,Chachafruto,Residencial,5,10,1
2018,05,Villa Café Etapas I - II,Residencial,3,10.57,458
2017,01,20 de julio,Residencial,3,15.05,116
2017,12,Ciudadela La Linda,Comercial,Comercial,12.75,4
2017,07,Vereda El Aventino,Rural,3,13.71,24
2017,12,Vereda La Siria,Rural,4,11.5,2
2017,09,Morrogacho,Residencial,5,9.36,59
2016,05,Camelia,Comercial,Comercial,21.41,29
2018,01,Vereda La Linda,Comercial,Comercial,46.5,2
2017,09,Villapilar II,Suministro a Constru,Suministro a Constru,50,1
2016,06,El Caribe,Residencial,2,13.49,1543
2018,07,La Francia,Suministro a Constru,Suministro a Constru,14,2
2017,08,San Jose,Comercial,Comercial,11.03,33
2016,02,Fundadores,Servicios Especiales,Servicios Especiales,8,2
2017,07,El Caribe,Residencial,2,12.98,1565
2018,02,Guamal,Residencial,2,12,1
2018,04,Vereda Cascarero,Rural,2,4,2
2016,11,Isabella,Residencial,3,10.16,50
2016,02,Estambul,Residencial,3,9.05,1079
2016,10,Guayacanes,Residencial,6,9.02,1527
2016,07,Colombia,Servicios Especiales,Servicios Especiales,7,2
2017,08,Camelia,Residencial,6,11.24,846
2017,06,Laureles,Comercial,Comercial,28.22,91
2017,09,La Sultana,Residencial,2,25,3
2016,10,Peralonso,Industrial,Industrial,3,1
2016,04,Vereda El Arenillo,Rural,5,20.21,19
2017,09,La Albania,Suministro a Constru,Suministro a Constru,4,1
2017,11,Milan,Residencial,5,8.6,611
2018,04,Milan,Residencial,5,8.25,613
2016,09,las Delicias,Servicios Especiales,Servicios Especiales,15,2
2016,03,Versalles,Residencial,6,7.92,461
2017,05,Los Alcazares,Residencial,1,13,1
2017,09,San Jorge,Residencial,3,12.9,572
2016,09,San Jose,Residencial,2,15.95,128
2018,01,Vereda La Argelia,Industrial,Industrial,23,1
2017,12,El Campin,Oficial,Oficial,75,1
2016,02,San Joaquin,Residencial,1,11.53,15
2016,03,La Toscana,Residencial,2,11.15,131
2017,09,El Caribe,Comercial,Comercial,15.43,7
2016,06,Santos,Residencial,3,9.73,405
2016,04,Las Americas,Suministro a Constru,Suministro a Constru,2,1
2017,04,Versalles,Servicios Especiales,Servicios Especiales,179.64,25
2017,08,Velez,Comercial,Comercial,10.89,53
2017,04,La Carola,Residencial,3,10.14,1569
2017,11,Colombia,Residencial,1,12.5,10
2017,06,Vereda Santa Clara,Rural,3,0.2,5
2017,08,Panorama,Residencial,3,8.29,128
2016,06,Camelia,Suministro a Constru,Suministro a Constru,3,3
2016,04,La Francia,Residencial,2,26,4
2018,01,La Cumbre,Suministro a Constru,Suministro a Constru,0,1
2017,05,La Sultana,Industrial,Industrial,15,1
2017,11,Residencias Manizales,Residencial,2,15,1
2016,09,Baja Leonora,Comercial,Comercial,5.4,5
2016,08,El Bosque,Oficial,Oficial,188,4
2016,11,Las Americas,Comercial,Comercial,11.13,56
2018,03,La Carola,Suministro a Constru,Suministro a Constru,254.25,4
2017,06,San Ignacio,Residencial,2,16.3,167
2018,05,Uribe,Comercial,Comercial,8.97,33
2016,05,las Colinas,Servicios Especiales,Servicios Especiales,22,1
2018,06,Bella Montaña (Hosp G. - Esc),Residencial,3,7.52,454
2016,02,Nevado,Oficial,Oficial,20.8,5
2017,04,Vereda Alto Tablazo,Rural,3,12.74,27
2017,12,Guamal,Comercial,Comercial,18.73,11
2018,03,La Carola,Residencial,3,9.63,1572
2018,05,Los Agustinos,Residencial,4,7.71,163
2018,06,Los Cedros,Suministro a Constru,Suministro a Constru,24,1
2017,08,San Jose,Residencial,2,16.13,126
2016,10,Viveros,Residencial,3,14.58,282
2016,11,Vereda La Palma,Rural,1,8.74,47
2016,09,Colseguros,Comercial,Comercial,12.33,6
2018,02,Vereda El Rosario,Rural,1,10.82,22
2017,07,SanCancio,Oficial,Oficial,6,1
2018,05,La Francia,Residencial,4,9.38,29
2017,12,Baja Suiza,Oficial,Oficial,45,1
2018,06,Vereda Alto del Zarzo,Industrial,Industrial,33.5,2
2016,04,Vereda Cueva Santa,Oficial,Oficial,14,1
2016,08,Vereda El Aventino,Rural,1,14.2,41
2016,02,Vereda Farallones,Oficial,Oficial,37,1
2017,05,Vereda Bajo Corinto,Rural,3,40,2
2018,06,Vereda La Cabaña,Industrial,Industrial,13.86,7
2018,04,Villa Nueva,Residencial,2,4,1
2016,12,Vereda Morrogordo,Rural,1,12.21,14
2018,05,Cervantes,Servicios Especiales,Servicios Especiales,12,1
2018,01,Castellana,Servicios Especiales,Servicios Especiales,37,1
2016,12,El Paraiso,Oficial,Oficial,90,2
2017,09,Velez,Residencial,2,4,1
2018,05,La Cumbre,Servicios Especiales,Servicios Especiales,7,1
2017,04,Ciudadela La Linda,Comercial,Comercial,11.75,4
2018,01,Centenario,Oficial,Oficial,167.25,8
2016,07,El Campin,Residencial,3,15.88,8
2016,02,Camelia,Comercial,Comercial,21.14,29
2017,10,Los Alcazares,Oficial,Oficial,22.5,2
2018,02,MalHabar,Oficial,Oficial,73,5
2018,03,La Argentina,Residencial,6,7.35,20
2016,07,Vereda San Peregrino,Industrial,Industrial,26.5,6
2016,08,Vereda Farallones,Rural,5,28,1
2017,12,Cerros de la Alhambra,Servicios Especiales,Servicios Especiales,49.33,3
2016,10,Santa Helena - Conjunto La Estacion,Suministro a Constru,Suministro a Constru,120,1
2016,03,MalHabar,Servicios Especiales,Servicios Especiales,165,1
2017,07,Vivienda Popular,Residencial,3,14.09,248
2017,12,El encuentro,Residencial,2,10.83,6
2016,04,Bajo Prado,Oficial,Oficial,34,1
2016,08,Villa Nueva,Residencial,3,9.5,2
2017,07,Sacatin,Comercial,Comercial,4,2
2018,02,Vereda La China,Servicios Especiales,Servicios Especiales,1,1
2016,10,Colon,Residencial,2,21,112
2018,01,Vereda La Cabaña,Servicios Especiales,Servicios Especiales,47,2
2016,08,Vereda Alto Tablazo,Rural,2,16.52,71
2017,10,las Colinas,Servicios Especiales,Servicios Especiales,25,1
2016,05,La Enea,Residencial,2,12.47,118
2017,05,Baja Leonora,Comercial,Comercial,3.6,5
2017,12,Altos de Capri,Suministro a Constru,Suministro a Constru,170,1
2016,03,Fanny Gonzalez,Oficial,Oficial,17.5,2
2018,05,Uribe,Residencial,2,13.98,45
2018,02,Ciudadela La Linda,Servicios Especiales,Servicios Especiales,80,1
2016,06,La Estrella,Comercial,Comercial,17.14,139
2016,09,CampoAmor,Comercial,Comercial,8.28,43
2018,06,Bajo Prado,Residencial,3,11.7,179
2016,01,Los Alcazares,Residencial,5,12.73,30
2017,09,La Enea,Oficial,Oficial,50.77,13
2016,09,Vereda Quiebra de Velez,Rural,2,15.43,35
2016,01,La Cumbre,Residencial,2,11.92,736
2016,12,Vereda Alto del Zarzo,Oficial,Oficial,27,1
2016,02,Bosques del Norte,Oficial,Oficial,53,6
2018,05,Chipre,Comercial,Comercial,14.66,121
2017,04,Vereda Mal Paso,Rural,1,5.31,16
2017,05,Vereda San Peregrino,Industrial,Industrial,24.33,6
2016,01,La Asuncion,Residencial,2,15.73,22
2018,01,Vereda Patio Bonito,Industrial,Industrial,0,1
2016,04,Vereda La Trinidad,Rural,6,16.79,96
2017,08,Guayacanes,Residencial,4,10,1
2017,04,Vereda Manzanares,Rural,1,8.79,42
2016,05,Marmato,Residencial,1,14.85,176
2017,09,VillaCarmenza,Comercial,Comercial,3,7
2017,01,Cerros de la Alhambra,Residencial,4,23,1
2018,01,Vereda La Pola,Oficial,Oficial,24.5,2
2017,03,El Bosque,Oficial,Oficial,239.75,4
2018,02,Los Agustinos,Residencial,4,7.72,163
2017,07,Los Alcazares,Residencial,5,11.4,30
2016,10,Los Agustinos,Servicios Especiales,Servicios Especiales,59,3
2018,06,Alta Suiza,Residencial,6,7.81,515
2018,02,La Francia,Suministro a Constru,Suministro a Constru,14.5,2
2016,12,Vereda Alto Corinto,Residencial,2,9.24,110
2017,12,Fanny Gonzalez,Servicios Especiales,Servicios Especiales,1,1
2018,02,Centenario,Rural,1,8.3,10
2017,02,Vereda La Linda,Servicios Especiales,Servicios Especiales,26.5,2
2017,07,Vereda La Trinidad,Rural,6,25.21,97
2016,09,Vereda Hoyo Frio,Rural,2,24.5,4
2017,09,Los Cedros,Comercial,Comercial,14.75,8
2018,01,La Sultana,Residencial,4,17.63,16
2017,04,Bosques de Niza,Suministro a Constru,Suministro a Constru,123.5,2
2017,06,Minitas,Servicios Especiales,Servicios Especiales,1,2
2016,09,MalHabar,Servicios Especiales,Servicios Especiales,6,1
2017,09,Galan,Residencial,2,14.27,55
2017,10,Vereda Bajo Corinto,Residencial,4,15,1
2016,12,Niño Jesus de Praga,Residencial,2,36,1
2017,11,Estambul,Rural,3,11.78,9
2016,11,Camelia,Suministro a Constru,Suministro a Constru,0.67,3
2017,05,La Florida,Residencial,3,63.75,4
2016,02,Vereda El Rosario,Rural,3,16.84,19
2016,09,Vereda Guacas,Rural,2,13.32,59
2017,11,Vereda Alto del Zarzo,Industrial,Industrial,34.5,2
2017,12,Cerros de la Alhambra,Residencial,6,19.48,202
2018,02,La Leonora,Suministro a Constru,Suministro a Constru,445,1
2017,04,PaloNegro,Comercial,Comercial,1.75,8
2018,07,Vereda Bajo Corinto,Rural,2,0,1
2017,10,Vereda La Siria,Rural,1,7.5,12
2018,06,Vereda La Palma,Oficial,Oficial,633.5,2
2017,04,Centenario,Rural,1,8.1,10
2017,03,Vereda El Rosario,Comercial,Comercial,80.43,7
2016,10,Bengala,Servicios Especiales,Servicios Especiales,7,1
2018,05,Arboleda,Residencial,5,10.33,283
2016,04,Vereda Minitas,Rural,4,16,1
2016,09,Vereda El Aventino,Servicios Especiales,Servicios Especiales,70,1
2018,02,Belen,Comercial,Comercial,18.39,131
2017,06,Palogrande,Residencial,5,7.38,24
2017,04,Vereda Bajo Corinto,Comercial,Comercial,130.25,4
2016,10,Vereda La Trinidad,Rural,2,27.72,18
2018,03,La Isla,Residencial,2,11.53,36
2017,04,Velez,Residencial,2,3,1
2016,11,San Sebastian (I - II Etapa),Residencial,2,9.33,3
2017,10,Campamento,Residencial,1,55,1
2017,05,Colseguros,Residencial,4,11.63,372
2017,03,Alferez Real,Residencial,2,21.5,2
2018,06,Vereda Quiebra de Velez,Rural,5,11,1
2018,04,Baja Suiza,Residencial,4,10.14,50
2017,03,Vereda La Violeta,Industrial,Industrial,2.5,2
2016,09,Vereda La China,Industrial,Industrial,19.13,8
2016,07,Vereda La Francia,Rural,3,8,1
2017,02,La Asuncion,Residencial,4,29.5,2
2016,12,Vereda Mal Paso,Rural,4,16,1
2016,11,Vereda Manzanares,Rural,3,5.67,3
2018,04,Cerros de la Alhambra,Residencial,6,19.81,202
2016,03,Uribe,Oficial,Oficial,101,1
2017,08,Galan,Residencial,2,12.95,55
2018,01,Alta Suiza,Industrial,Industrial,2328.38,8
2018,03,Guamal,Servicios Especiales,Servicios Especiales,8,1
2016,06,Versalles,Servicios Especiales,Servicios Especiales,196,25
2016,10,VillaLuz,Residencial,3,12.39,77
2017,05,El Carmen,Residencial,1,11.8,620
2017,12,Vereda Quiebra de Velez,Comercial,Comercial,0,1
2016,09,Arrayanes,Residencial,1,12.45,73
2017,10,La Francia,Comercial,Comercial,29,3
2016,02,La Panamericana,Comercial,Comercial,23.33,95
2018,05,Chachafruto,Residencial,2,17.86,7
2017,05,Arrayanes,Residencial,1,11.34,74
2016,02,Aranjuez,Residencial,1,3,1
2016,02,Vereda La Trinidad,Rural,4,17.27,11
2018,05,Centenario,Rural,1,7.9,10
2016,10,Versalles,Industrial,Industrial,289.5,6
2016,09,Sinai,Residencial,1,4,2
2016,04,Vereda Alto del Zarzo,Rural,4,5,1
2017,04,Santos,Residencial,3,8.48,405
2017,04,Villapilar,Residencial,1,10.41,44
2018,01,Las Americas,Residencial,3,14.71,1398
2018,04,Persia,Residencial,2,10.08,302
2017,03,Morrogacho,Residencial,3,61,2
2018,05,La Toscana,Residencial,3,8.43,179
2017,02,PaloNegro,Residencial,4,11.51,134
2016,02,Vivienda Popular,Residencial,1,10.43,53
2018,04,El Campin,Residencial,2,22.8,5
2016,09,Vereda Patio Bonito,Rural,1,13.79,19
2016,12,La Florida,Residencial,4,17.02,605
2017,03,El Carmen,Residencial,3,12.39,71
2017,02,Laureles,Residencial,5,9.32,674
2016,07,Villapilar,Servicios Especiales,Servicios Especiales,26,1
2017,08,San Antonio,Comercial,Comercial,12.47,131
2017,10,La Argentina,Residencial,4,9.71,149
2017,05,Los Agustinos,Residencial,5,23.83,6
2017,10,El Sol,Residencial,5,12.32,19
2018,04,Vereda La Trinidad,Rural,4,16.92,13
2016,07,El Sol,Residencial,6,5.51,39
2017,06,Centenario,Residencial,3,13.02,265
2016,07,El Caribe,Residencial,1,16.67,3
2016,02,Chipre,Servicios Especiales,Servicios Especiales,5.33,3
2017,01,El Bosque,Residencial,4,15.11,96
2016,09,Villapilar,Servicios Especiales,Servicios Especiales,24,1
2016,02,SanCancio,Suministro a Constru,Suministro a Constru,0,1
2018,01,Zona Industrial,Comercial,Comercial,59.84,74
2016,10,Asturias,Rural,2,19.33,6
2016,02,Centenario,Comercial,Comercial,35.54,13
2018,02,San Ignacio,Residencial,2,15.18,167
2017,05,Puerta del Sol,Suministro a Constru,Suministro a Constru,98,2
2017,11,Vereda San Peregrino,Rural,1,9.89,85
2018,05,Eucaliptus,Residencial,2,10.62,340
2017,01,San Cayetano,Comercial,Comercial,85,4
2017,07,Cervantes,Residencial,1,12.05,198
2016,08,Centenario,Comercial,Comercial,30,12
2018,06,PaloNegro,Residencial,4,11.75,134
2018,01,Bosconia,Residencial,2,6,7
2016,10,Vereda Quiebra del Billar,Rural,2,7.5,2
2018,02,El Bosque,Residencial,2,12.91,23
2016,05,Versalles,Industrial,Industrial,327,6
2016,09,Asis,Comercial,Comercial,30,1
2016,02,MalHabar,Oficial,Oficial,48.2,5
2016,07,Los Agustinos,Servicios Especiales,Servicios Especiales,75,3
2016,05,San Jose,Residencial,3,16.1,110
2017,09,Vereda La Palma,Industrial,Industrial,26,1
2018,01,Alhambra,Servicios Especiales,Servicios Especiales,0,1
2017,08,Vereda El Arenillo,Rural,1,8.79,67
2017,05,Villapilar II,Suministro a Constru,Suministro a Constru,59,1
2017,07,Vereda Java,Industrial,Industrial,0.67,3
2017,07,Estambul,Residencial,3,8.02,1085
2017,06,Palogrande,Comercial,Comercial,13.25,208
2017,08,La Avanzada,Residencial,1,11.32,218
2018,06,Velez,Servicios Especiales,Servicios Especiales,173.25,4
2017,10,Versalles,Industrial,Industrial,1638.17,6
2016,06,Alta Suiza,Comercial,Comercial,7.96,134
2017,11,Vereda La Aurora,Rural,2,12.84,104
2017,08,Fundadores,Residencial,3,15.2,324
2018,04,Colon,Servicios Especiales,Servicios Especiales,31,2
2017,06,CampoAmor,Oficial,Oficial,47.67,3
2018,01,La Cumbre,Servicios Especiales,Servicios Especiales,6,1
2016,06,Estambul,Comercial,Comercial,64.6,15
2018,01,Arboleda,Comercial,Comercial,11.7,43
2017,08,El Paraiso,Residencial,1,13.3,478
2016,07,VillaHermosa - La Playa,Oficial,Oficial,25.75,4
2018,05,San Jorge,Residencial,5,7.43,84
2018,05,Centro,Residencial,4,12.2,479
2017,10,La Leonora,Servicios Especiales,Servicios Especiales,7.67,3
2018,07,San Jorge,Residencial,4,12.15,455
2016,11,Colon,Residencial,3,19.34,312
2017,10,Vereda Morrogordo,Rural,1,9.29,14
2016,12,Vereda El Arenillo,Servicios Especiales,Servicios Especiales,75,1
2017,07,Vereda El Aventino,Rural,1,15.02,42
2016,10,Vereda El Guineo,Rural,3,4,1
2017,10,CampoAmor,Industrial,Industrial,32,1
2017,05,Fundadores,Residencial,2,2,1
2016,12,Asturias,Industrial,Industrial,331,1
2018,06,Vereda Morrogordo,Industrial,Industrial,10.33,3
2017,10,Morrogacho,Residencial,3,72.5,2
2016,02,Galan,Residencial,2,14.09,58
2017,08,Minitas,Servicios Especiales,Servicios Especiales,2,2
2017,07,Palogrande,Residencial,6,10.08,280
2017,08,Vereda El Aventino,Servicios Especiales,Servicios Especiales,96,1
2017,12,Vereda Farallones,Rural,4,2,1
2016,08,Bosconia,Residencial,2,4.86,7
2017,05,CampoHermoso (Univ. Mzles),Residencial,2,17.11,9
2018,05,Morrogacho,Residencial,4,11.63,78
2018,02,La Francia,Comercial,Comercial,23,3
2017,04,Aranjuez,Comercial,Comercial,12.29,17
2016,05,Milan,Residencial,3,12.83,6
2016,04,Asis,Comercial,Comercial,24,1
2017,01,Morrogacho,Comercial,Comercial,17.83,6
2017,01,Vereda Hoyo Frio,Industrial,Industrial,418.67,3
2017,05,Vereda La Palma,Residencial,1,24,1
2016,04,Sacatin,Comercial,Comercial,5.5,2
2018,01,Vereda Alto Corinto,Residencial,2,10.03,112
2016,06,Colombia,Servicios Especiales,Servicios Especiales,2,2
2016,08,Sinai,Residencial,1,4,2
2016,05,Estrada,Residencial,1,9.99,85
2016,12,Vereda La Cabaña,Rural,2,12.94,142
2016,01,Gonzalez,Residencial,2,17.77,61
2017,02,Solferino,Comercial,Comercial,16,1
2017,11,Vereda Alto Tablazo,Comercial,Comercial,28,5
2016,01,El Sol,Residencial,3,15.17,219
2017,02,Portal de los Alcazares,Comercial,Comercial,25,1
2016,08,Vereda Patio Bonito,Industrial,Industrial,11,1
2016,05,Lleras,Servicios Especiales,Servicios Especiales,47.6,5
2017,08,Vereda La Siria,Rural,3,2,2
2018,05,Parque Caldas,Residencial,3,8,2
2016,11,Palogrande,Suministro a Constru,Suministro a Constru,65.67,3
2016,08,Ciudadela La Linda,Oficial,Oficial,87,2
2016,03,Marmato,Residencial,2,10.33,3
2018,03,Vereda Minitas,Rural,3,20.2,5
2016,12,Palogrande,Residencial,6,9.52,281
2018,05,Santos,Residencial,3,8.97,406
2017,11,Colombia,Servicios Especiales,Servicios Especiales,7,2
2018,01,Aranjuez,Industrial,Industrial,6,2
2016,02,Vereda El Arenillo,Rural,3,18.17,46
2018,03,La Francia,Residencial,5,6.97,147
2017,09,Colseguros,Servicios Especiales,Servicios Especiales,19.67,3
2017,06,Colseguros,Comercial,Comercial,10.5,6
2018,01,Las Americas,Residencial,2,7.75,4
2017,08,Chipre,Oficial,Oficial,39.23,13
2018,06,Belen,Residencial,5,10.87,303
2017,12,Marmato,Residencial,2,7,4
2016,03,Vereda Minitas,Rural,3,16.8,5
2016,10,Vereda Santa Clara,Rural,1,5.36,28
2017,05,Sacatin,Residencial,1,13.5,119
2016,11,Las Americas,Residencial,5,31.29,7
2017,05,Alta Suiza,Comercial,Comercial,11.72,136
2017,12,San Antonio,Residencial,4,14.33,3
2018,02,Vereda Santa Clara,Rural,1,2.13,32
2018,06,Betania,Comercial,Comercial,46.5,2
2018,06,La Argentina,Residencial,4,9,153
2016,03,Belen,Residencial,6,11.6,187
2017,02,La Leonora,Residencial,5,12.2,448
2016,07,Vereda San Peregrino,Rural,5,23,6
2016,12,Bosques de Niza,Residencial,4,10.78,463
2018,01,Vereda La Trinidad,Rural,3,14.62,13
2017,08,Vereda La Violeta,Rural,3,11.25,8
