ANIO,ESTRATO,PROMEDIO
2018,3,13.25
2018,1,10
2018,1,10.6
2016,1,10.42
2017,3,12.97
2018,2,5.67
2016,4,9.58
2016,2,9.89
2016,1,9.75
2016,4,18.5
2017,2,6.95
2016,2,9.16
2017,5,11.15
2016,2,12.29
2016,1,11.09
2016,4,8.5
2017,3,24.2
2016,2,18.14
2017,2,12.2
2017,1,13.91
2018,4,9.02
2016,1,9.75
2016,1,11.65
2016,1,7.33
2017,1,10.18
2016,1,8.5
2016,3,17
2016,3,11.58
2016,4,18.5
2016,1,6
2017,3,12.3
2018,2,4
2017,6,16.43
2016,6,12.47
2016,1,6.7
2016,4,7.33
2016,6,21.38
2016,1,6.83
2017,1,23
2018,4,26
2017,1,14.42
2016,1,9.48
2016,4,24.46
2016,3,7.26
2018,3,11.16
2018,1,7.96
2018,4,7.03
2016,3,11.81
2016,4,16.5
2017,3,5.68
2017,2,10.61
2016,2,16.15
2017,5,9.29
2016,3,9.5
2016,3,19.67
2016,2,13.5
2016,3,13
2016,6,9.48
2017,2,20.23
2018,1,12
2016,6,7.19
2018,1,7.4
2017,3,13.23
2017,2,8.14
2016,1,17.6
2016,2,3.12
2017,1,12.14
2017,1,17
2017,3,16.35
2016,1,7
2016,2,17.23
2018,1,12.62
2018,4,9.84
2016,2,13.39
2017,5,11
2017,4,7
2016,2,14.57
2017,3,14.79
2018,3,17.44
2018,3,2
2018,4,12.83
2016,1,11.2
2017,2,10.47
2017,4,11.65
2018,2,10.58
2017,4,10.31
2018,1,36.5
2017,2,5
2016,1,4.33
2017,2,15
2017,1,17.5
2017,6,10
2017,2,21.6
2018,2,14.5
2016,4,10.78
2017,2,18.89
2016,2,13.6
2018,3,10.57
2017,2,21.44
2017,1,8.37
2017,3,7
2016,3,11.68
2017,1,12.48
2018,6,8.84
2017,2,9.1
2017,4,16.69
2017,3,10.01
2016,4,5.4
2017,2,5.43
2018,5,10
2016,3,19.95
2016,1,24
2017,3,12.78
2017,4,27
2016,4,11.59
2016,4,11.2
2018,3,13.27
2016,2,3.81
2016,1,106
2016,5,19.34
2016,2,7.12
2018,3,12.65
2016,3,13.57
2016,5,5.83
2016,2,16.41
2016,1,12.74
2017,3,11.51
2018,1,9
2017,3,6.33
2018,1,12.33
2017,4,16.04
2016,1,18.92
2016,3,12.63
2017,4,9.67
2017,4,5.2
2018,5,18.76
2016,4,11.25
2017,2,66
2017,1,11.1
2017,4,19.5
2018,5,8.62
2016,2,13.84
2017,1,10.63
2016,4,15.75
2017,1,0.5
2016,2,19.55
2016,2,20.17
2017,1,9.96
2016,2,9.83
2017,3,6.62
2017,1,4
2018,3,14.63
2016,5,17
2016,4,32
2018,3,9.09
2017,2,9.54
2018,6,10
2018,3,12
2018,3,11.8
2017,3,20
2017,4,24
2016,5,11.75
2016,4,3
2018,2,17.63
2018,3,18.67
2016,3,17.75
2016,1,14.27
2017,5,10.94
2018,6,4.74
2018,4,9.3
2016,3,69
2017,6,7.62
2016,4,25.17
2018,2,18.66
2018,1,9.76
2016,3,11.49
2018,3,20
2017,5,32.14
2016,3,3.33
2017,6,12
2018,6,1
2018,4,16.8
2016,4,7
2016,6,6.82
2017,1,5.75
2017,1,10.22
2018,1,11.55
2016,3,7
2016,2,15
2017,2,13.85
2017,3,38
2017,1,12.22
2016,6,7.68
2018,4,12.18
2017,1,13.84
2016,2,2
2017,2,14.89
2017,6,13.05
2016,1,22
2016,1,15.04
2017,2,12.22
2018,4,11.3
2017,2,5.83
2017,6,20.95
2017,3,7.33
2018,4,13.15
2017,2,10.56
2018,4,5
2016,5,7.95
2018,6,10.89
2017,2,9.33
2016,1,13.25
2016,1,15.24
2017,1,2.75
2016,2,12
2017,3,13.33
2017,6,13.15
2018,3,14.04
2016,6,10.52
2016,2,16.22
2017,4,22.33
2016,2,16.22
2017,6,10.12
2016,3,34
2017,2,7.2
2017,2,10
2016,4,13.05
2017,1,16.24
2018,1,12
2016,3,9.5
2017,1,2.19
2017,6,12
2017,2,11.58
2018,4,9
2018,2,16
2018,2,21.5
2016,3,2
2016,5,11.58
2016,2,14.64
2017,1,17
2016,1,6
2016,1,11.33
2016,4,10.36
2018,4,157
2016,2,12.67
2016,1,7.02
2016,2,14
2016,1,17
2016,1,14.29
2018,3,17
2017,3,8.81
2016,1,15.49
2017,2,14.43
2016,1,10.71
2017,2,10.67
2017,1,3
2017,2,16
2018,3,67
2016,4,15.54
2016,2,12.98
2017,1,9.73
2017,3,14.94
2018,6,14.8
2018,3,8.6
2017,4,11.33
2017,4,14.15
2017,1,22
2017,5,8
2017,2,10.78
2016,3,12.88
2016,4,11
2016,2,3.71
2016,5,31.86
2016,4,24.5
2018,5,12.7
2016,1,13.5
2016,3,22
2016,2,15.22
2017,2,23.86
2016,1,64
2016,3,13.18
2016,3,3.32
2016,6,12.2
2017,6,50
2017,6,14.2
2017,2,14.9
2016,3,20.19
2017,1,14
2017,5,9.51
2016,3,11.6
2017,3,13.81
2018,1,12.12
2016,2,11.71
2016,5,7.82
2016,6,4
2017,5,8.98
2017,5,9.1
2017,3,5.33
2017,1,14.34
2016,3,15.36
2017,4,10.43
2017,3,16.3
2017,1,13.51
2016,1,81
2016,1,10.93
2016,5,10.8
2017,4,9.67
2017,5,25
2016,1,12.68
2017,2,5
2016,1,7.5
2017,4,7.41
2017,1,17
2018,2,11.75
2018,1,12
2017,4,10
2017,3,12.44
2017,1,7.3
2017,2,8.33
2017,1,7.33
2016,3,15.34
2018,1,7.4
2016,5,14
2018,5,7.52
2018,2,15.54
2018,2,13
2017,3,3
2016,2,11.83
2016,1,11
2016,2,20.6
2016,2,11
2017,1,7.3
2017,3,16
2016,1,15
2016,3,10.44
2016,2,10.3
2016,2,9.71
2016,2,11.69
2016,3,4
2016,2,6
2016,1,7.19
2016,4,12.5
2016,5,10.64
2018,3,13.81
2016,1,11.74
2016,4,8.04
2017,4,1.5
2017,4,12.71
2018,2,15.71
2016,3,12.82
2017,3,14.23
2018,1,34
2018,2,11.48
2017,3,3
2018,2,2
2016,3,13
2018,1,7.69
2017,1,5.69
2016,3,11.17
2018,2,12.99
2018,1,10.82
2017,4,32
2018,3,31.5
2018,3,8
2016,5,12
2016,3,15
2016,1,10.14
2017,2,12.42
2017,4,9.97
2017,3,7.17
2016,1,13.5
2018,2,10.6
2016,2,9.82
2018,2,9.5
2017,3,14.5
2018,1,3.56
2016,2,10.4
2016,1,4.63
2016,1,7.5
2016,4,11.74
2016,1,10.22
2017,1,12.78
2016,1,13.4
2018,5,9.48
2016,2,11
2018,1,6.79
2018,3,19.5
2017,2,12.46
2018,2,19
2016,2,14.11
2016,3,5.67
2017,1,11.83
2018,2,13.37
2016,4,20.42
2017,3,12.54
2017,5,9.08
2017,1,12.43
2016,3,7.42
2016,6,8.41
2016,5,12.5
2017,6,98
2016,4,18.07
2017,3,5.67
2017,3,68.5
2018,2,12.26
2017,6,22.6
2017,1,13.6
2016,4,9
2016,3,56
2018,5,7.19
2017,4,10.07
2017,2,8.29
2018,4,10.32
2017,5,16.5
2017,1,12.09
2016,3,6.67
2016,1,15
2017,2,6.21
2018,2,6.5
2017,4,11.5
2016,5,20.33
2016,6,13.71
2017,3,41
2017,2,11.33
2016,6,1
2017,1,18
2017,2,6
2016,4,10.71
2017,5,6.98
2017,2,6
2018,2,9.59
2017,2,4
2018,4,11.72
2017,5,9.04
2016,3,23
2016,1,9.05
2016,1,12.07
2017,4,6
2017,3,7.86
2016,1,10.5
2018,1,33
2017,2,15.86
2017,5,5.81
2016,3,8.42
2018,2,14.98
2018,5,32.57
2016,4,7.33
2017,2,12.78
2017,3,12.8
2016,2,4
2016,2,11.5
2017,3,7
2018,6,10.8
2016,4,9.33
2016,4,10.64
2016,1,15
2016,3,35
2017,1,15
2017,1,8.88
2016,4,26
2018,2,15
2018,3,6.85
2017,6,10.8
2018,2,7.5
2016,4,7.7
2016,2,15.59
2018,6,14
2017,3,13.62
2017,3,15
2017,2,8.33
2017,2,12
2018,2,14.82
2017,1,13.13
2017,3,13.31
2018,3,17.43
2017,2,12.55
2016,3,10.57
2016,6,7.8
2017,5,11.3
2017,3,7.04
2017,3,12.77
2017,4,18
2016,4,9.14
2016,1,19
2017,1,13.91
2017,2,18.67
2017,4,18.18
2017,1,8.64
2017,2,11.55
2018,2,13
2016,1,3
2017,6,16.25
2016,6,13.46
2016,4,12
2018,1,15
2018,4,10.09
2018,2,110
2017,2,10.1
2018,1,10.05
2016,2,10.79
2016,5,11.51
2016,1,11.66
2016,4,22
2017,4,12.91
2017,1,19.5
2016,2,7.5
2016,1,18.5
2016,2,14.8
2018,4,9.06
2018,1,6.77
2017,4,7
2017,3,8.43
2016,4,13.46
2018,1,46.73
2017,2,16.41
2017,3,19.67
2016,1,13.17
2018,3,12
2016,3,13
2017,3,12.34
2016,4,6.8
2016,4,12
2016,5,18.8
2016,6,10.86
2018,6,13.08
2018,2,11.81
2018,1,12.17
2017,3,10.11
2017,3,13
2017,1,16
2017,1,13
2016,3,13.2
2018,1,9.95
2016,4,10
2017,4,7.54
2016,6,20.08
2018,3,12.95
2017,2,15.36
2016,4,9.66
2018,3,13.9
2018,2,5.5
2017,2,12.76
2018,1,11.9
2017,2,13.92
2017,1,6.6
2016,2,17.56
2018,1,11.84
2018,3,13.6
2017,6,10.14
2016,1,17
2018,2,15.33
2016,3,26
2018,2,11
2017,2,12.65
2018,2,3
2017,3,4.15
2016,1,12
2016,4,16.2
2016,3,13.25
2016,1,6.72
2017,2,14.75
2017,3,11.6
2017,2,11.76
2018,4,8
2017,2,18.67
2018,2,14.09
2016,2,6.5
2017,2,12.66
2017,3,25
2016,1,9.27
2017,2,18.5
2016,5,14.33
2016,1,8.71
2016,4,13.63
2017,4,11.47
2018,4,12.5
2016,3,11.02
2017,3,14.05
2018,1,10.94
2016,4,25.74
2016,1,12.38
2018,3,1
2016,6,19
2018,2,14.92
2017,2,15.68
2017,1,6.33
2016,1,11.27
2016,3,11.96
2018,3,54
2017,3,13.34
2016,4,12.05
2016,5,17
2018,4,17.69
2018,2,12.53
2016,2,8.62
2017,1,3
2017,1,9.12
2018,4,8.97
2017,2,13.51
2016,1,10
2017,2,6.55
2018,2,13.22
2016,2,13.01
2017,4,12.59
2016,4,7.46
2016,2,20.83
2017,6,13.38
2016,4,11.31
2017,2,14
2016,2,14.05
2016,1,10.81
2017,3,20.07
2017,2,3.5
2017,1,75
2016,2,20.1
2017,3,10.22
2016,4,11.27
2017,3,13.34
2017,1,7.33
2016,1,70
2016,3,15
2016,2,12.93
2016,1,12.51
2017,2,10.9
2016,3,19
2018,4,1
2016,4,10.71
2018,2,12.23
2017,2,11
2017,2,11.53
2016,3,8.7
2017,2,11.72
2018,1,8.93
2016,5,9.68
2016,4,18
2017,4,12.98
2016,2,8.5
2016,4,12.04
2017,2,11.14
2016,6,30
2016,4,189
2017,4,25.74
2017,4,8.83
2016,1,12
2016,3,13.76
2016,3,20
2016,3,4.92
2017,5,10
2017,6,10.11
2016,3,13.89
2018,1,7.03
2018,3,17
2016,1,17.33
2016,4,12.09
2016,4,36
2017,3,3
2017,4,8
2018,1,6.22
2017,1,15
2017,2,12.1
2016,1,28.5
2016,2,15.55
2018,3,9.75
2016,1,18.5
2016,1,7.75
2017,2,13.15
2016,4,10.2
2016,1,8.95
2017,4,12.5
2017,2,34
2018,2,13.96
2017,3,19
2017,2,12.06
2017,4,25
2016,5,10.67
2017,4,15.5
2017,1,17
2017,3,12.79
2017,3,7.72
2016,2,25
2016,4,6
2018,3,11.41
2017,3,11.06
2017,5,7.46
2016,2,15.04
2016,6,8.32
2017,1,5.4
2017,3,13
2017,3,14.5
2017,3,12.44
2017,2,21.4
2018,1,12.75
2016,5,4
2016,1,11.4
2017,2,7.82
2018,3,7
2018,3,7.5
2016,1,12.99
2017,1,21.7
2017,2,14.07
2017,2,12.45
2017,4,5
2017,4,13.34
2017,1,10.85
2016,3,3.15
2017,2,15.67
2016,1,11.02
2017,1,8.43
2016,2,12.13
2018,4,34
2016,3,14.46
2016,1,15.13
2016,1,18.5
2018,2,4
2018,3,11.58
2017,2,1
2016,5,3
2018,2,13.55
2017,2,17.22
2018,3,8.57
2016,1,7
2017,4,15.55
2016,6,5.41
2017,1,13
2016,1,19.5
2017,3,12.87
2016,4,12.6
2017,1,8.2
2016,2,26.5
2016,3,9.51
2017,6,12.48
2016,3,7.6
2017,5,8.36
2017,2,14.94
2017,1,16
2017,3,8.74
2017,5,18.11
2017,1,13.7
2018,3,12.75
2017,6,17.39
2016,3,12.3
2018,1,1.5
2017,2,11.28
2016,2,7
2016,6,12.39
2016,3,7.44
2016,3,9.75
2017,3,13.57
2016,3,15.02
2016,3,12
2017,4,10.77
2018,4,15
2016,3,14.97
2017,2,13.6
2016,4,10.58
2016,3,12.18
2018,5,20.33
2017,2,11.99
2017,1,20.67
2016,2,2
2018,3,13.63
2017,1,15.88
2016,2,10.76
2016,4,9.78
2017,1,13.5
2017,3,19
2017,1,12.71
2016,4,18.38
2018,1,9.97
2016,5,21.17
2017,2,16.4
2018,3,9.69
2017,2,13.71
2017,3,14.4
2017,2,10
2016,2,5
2017,2,13.71
2016,4,31.5
2016,3,14
2017,4,8.9
2016,1,7.73
2016,2,11.82
2017,6,109
2018,1,14.06
2016,1,12.12
2016,3,7.44
2016,1,12.84
2017,3,3
2016,1,17.94
2016,6,2
2017,3,15.01
2018,2,10.12
2016,1,10.42
2017,3,9.35
2016,2,18
2016,2,12.74
2017,2,48
2016,4,12.09
2018,2,20.76
2017,2,11.64
2016,2,12.91
2017,3,3
2016,1,11.36
2018,2,2
2016,1,11.14
2016,2,1
2016,1,9.83
2016,6,7.95
2017,3,12.31
2017,1,19
2017,1,5.26
2016,2,32
2018,3,7
2016,1,11.05
2017,1,12
2017,5,27.54
2017,4,4.4
2018,1,13.4
2016,1,12
2016,2,8.33
2017,1,17.33
2016,2,10.76
2016,3,6
2017,6,7.51
2018,1,11.78
2016,2,23.33
2017,3,13.31
2017,3,13.38
2016,3,15.83
2016,5,5.56
2018,1,4
2016,3,21.37
2016,3,8.58
2017,3,1
2016,4,10.29
2016,2,18.63
2016,2,7
2018,1,7.31
2016,3,13.5
2017,3,34
2016,5,8.93
2018,4,10.2
2018,5,46
2018,3,13.41
2016,3,13.55
2017,3,17.76
2018,6,20.14
2016,2,7
2016,2,8.58
2017,1,9.45
2017,2,13.27
2018,3,11.53
2017,2,15.98
2016,6,12.29
2018,2,14
2017,2,9.91
2016,2,7
2016,6,11.35
2017,3,3
2018,4,5
2016,1,13.76
2018,6,5.69
2016,2,13.84
2017,1,5.4
2017,2,14.51
2016,2,18
2017,1,9.13
2018,4,7
2017,2,2.37
2016,1,10.05
2017,2,8.5
2016,2,14.49
2017,2,5.5
2018,2,21
2016,2,12.31
2017,2,4.14
2016,5,5
2016,3,12.67
2017,3,10.95
2017,1,17
2016,2,12.65
2017,3,21.2
2017,3,4.5
2018,4,15.14
2016,2,9.34
2016,2,14.18
2018,2,10
2018,3,4
2016,3,14.13
2016,2,3
2017,3,6.27
2016,3,10.55
2017,2,23
2016,3,13.72
2017,4,20
2018,2,12.49
2016,2,19.4
2017,4,62
2016,1,7.5
2018,4,7.23
2017,4,20.25
2017,2,12.59
2017,3,5
2016,4,9.74
2016,4,11
2016,3,14
2017,2,11.73
2016,2,10.94
2017,5,10
2016,1,8.64
2016,2,16.5
2018,4,12.37
2016,1,8.03
2017,4,6.87
2017,3,66.5
2017,3,6.02
2016,1,9.55
2017,5,7.46
2018,1,12.79
2016,2,9.6
2017,6,8.82
2018,1,9.73
2018,1,5.5
2017,2,13.33
2016,1,7.59
2017,4,13.2
2017,5,7.68
2017,4,18.75
2018,2,16.58
2017,3,13.14
2016,2,12.68
2017,4,5
2018,2,19.83
2016,5,9
2016,3,13.25
2018,3,37.5
2017,3,14.07
2016,1,9.31
2016,4,12.27
2018,5,31.86
2016,2,8.17
2017,2,13
2016,1,10.47
2017,2,1
2016,1,11.27
2016,6,10.76
2017,4,57
2016,3,12.98
2018,4,10.65
2016,1,3
2018,2,12.02
2016,3,3
2016,1,14.14
2017,4,15.29
2018,1,11.73
2016,2,12.49
2017,4,16.95
2017,3,13.67
2017,4,1
2016,2,10.13
2017,5,9.58
2017,2,12.11
2016,1,12.92
2018,2,10.16
2016,1,9.66
2018,1,81
2016,5,19
2017,1,7.73
2016,6,29
2016,4,4
2017,5,7.42
2017,5,5
2017,6,19.67
2016,2,16.52
2017,3,12.78
2016,5,11.05
2017,3,16.6
2016,5,14
2018,2,11.64
2016,1,16.14
2016,4,9.99
2016,1,11.65
2017,2,10.84
2016,2,17.37
2016,4,10.03
2017,1,9.45
2017,3,12
2018,5,7.56
2016,1,8.63
2017,2,5.48
2018,4,10.04
2017,1,10.36
2018,1,3
2017,1,9.67
2017,3,4
2017,1,13.1
2017,1,13.27
2017,4,7.34
2016,3,10.31
2018,3,12
2017,5,5
2017,4,12.05
2017,3,2
2017,1,5.09
2017,3,14.29
2018,5,30.71
2016,1,12
2017,4,11.38
2017,3,11.29
2017,5,10.62
2018,4,14
2016,2,20.33
2018,3,9.68
2018,2,10.82
2016,2,17.3
2017,5,8.89
2016,3,15.25
2017,3,17.41
2016,4,10.18
2018,1,2
2017,4,12.33
2016,4,207
2018,4,5
2016,4,7
2016,2,13.28
2018,4,12.23
2017,2,5.6
2016,2,6.97
2016,4,9.97
2017,4,15
2016,2,13.25
2018,5,10.61
2017,5,45
2017,6,13.01
2017,1,9.55
2016,4,9.38
2017,3,4
2017,3,12.27
2016,5,4
2017,3,13.62
2016,4,11.81
2016,3,12.1
2018,4,12.12
2017,4,15.5
2018,1,11.6
2017,1,19.7
2016,1,5.28
2016,4,11.02
2016,3,11.54
2016,2,6
2018,1,11.56
2017,3,24
2016,4,2
2017,2,11.86
2018,2,5
2017,1,6.8
2016,5,10.54
2017,4,44
2017,4,5
2016,2,21
2016,1,13.34
2016,1,11.17
2016,3,13.23
2017,3,13.12
2017,1,22
2017,2,16
2017,1,12.67
2018,4,19.25
2017,5,16
2017,2,9.45
2016,2,11
2018,1,7.11
2018,2,14.84
2017,3,6.89
2017,1,17.5
2017,4,11.38
2018,1,12.17
2018,2,17.75
2016,3,10.97
2017,3,17.46
2016,2,5.57
2017,2,6.8
2017,3,1
2016,2,10.43
2017,4,13.76
2016,2,13
2018,2,11.58
2018,2,8.12
2018,2,13.69
2018,1,21.33
2018,1,6.25
2016,2,13.69
2016,1,17
2018,4,8
2017,6,10.67
2016,3,24.26
2016,4,11.18
2016,1,4.25
2017,4,16.96
2018,2,1
2018,2,13.99
2016,4,30
2016,4,20
2016,4,12.97
2018,2,13.33
2016,3,14.32
2016,2,20.5
2017,5,5
2017,3,9
2016,5,9.85
2016,1,9.96
2016,5,10.5
2017,3,8.59
2018,5,45
2016,1,9.5
2016,5,15.32
2017,4,10.05
2016,5,12
2017,2,22
2018,4,3
2018,2,7
2017,3,20.14
2016,2,12.24
2016,4,12.59
2017,1,18
2016,5,14.42
2017,1,11.33
2017,1,4.67
2016,3,27
2018,4,37.96
2016,3,7
2017,2,11.46
2017,2,11.51
2017,5,164
2018,2,43
2017,2,11.87
2017,2,5
2016,4,4.62
2016,2,13.47
2016,2,22
2017,6,7.5
2016,1,27.5
2017,2,14.72
2016,1,10.76
2016,4,7.85
2017,2,9.41
2018,2,9.8
2017,2,11.72
2016,1,7.93
2016,2,12.11
2018,3,12
2016,4,12.71
2017,5,23
2017,1,10.59
2016,3,12.71
2016,1,19.9
2016,6,11.06
2016,4,9
2017,3,6.92
2016,2,12
2017,1,7.79
2016,3,5
2018,3,10.31
2017,1,11.29
2017,4,13.23
2016,4,11.9
2017,1,20.92
2016,3,14.21
2017,2,14.5
2016,2,16.61
2017,1,8.62
2016,4,15
2016,2,8.65
2017,1,15
2018,5,7.06
2017,3,14.2
2016,3,30.75
2018,5,11.68
2018,2,14.62
2017,3,11.02
2016,5,11.03
2016,4,12.19
2016,3,12.09
2018,1,14.71
2016,2,11.6
2017,3,13.27
2018,3,12.42
2018,2,4
2016,2,13.81
2016,5,9.5
2016,1,8.04
2017,2,12.97
2016,2,11.14
2018,3,9
2016,3,15.09
2017,5,10.05
2018,4,21.86
2016,2,15.64
2016,1,10.33
2017,2,12.42
2018,3,7.08
2016,4,58
2017,4,50
2017,1,5.67
2017,1,9.52
2017,2,16.03
2016,3,16.17
2017,6,14.9
2018,1,10.1
2017,1,5.59
2016,1,12.73
2016,1,10.13
2018,3,68.75
2016,3,11.53
2016,3,13.5
2016,4,5
2017,1,9.29
2017,5,6.77
2017,3,17.27
2016,1,9.06
2017,3,23
2017,2,12.21
2016,3,25.53
2018,4,4.75
2017,3,8.69
2018,3,13.38
2016,3,15.95
2018,5,8.52
2017,3,13.17
2016,3,15
2018,4,13
2016,3,18.47
2017,6,8.76
2018,1,12.76
2016,1,7.78
2017,1,9.28
2017,3,9.18
2018,3,13.1
2018,1,16.88
2018,3,2
2016,4,10.03
2018,2,9.9
2018,3,12.06
2018,4,11.78
2017,1,6.64
2016,1,7.08
2017,6,6.91
2018,2,11.09
2017,2,13.68
2016,3,13.92
2017,4,15
2017,3,15
2016,3,4.5
2018,2,10.5
2016,3,13.05
2016,2,14.71
2017,1,24
2018,4,1
2018,2,4
2017,4,8.81
2017,2,13.33
2016,3,13
2016,1,12
2018,2,11.67
2018,3,77.5
2017,3,14.38
2016,6,19.9
2018,6,9.68
2017,4,10.47
2016,3,12.47
2016,3,12
2017,4,16.56
2016,3,13.5
2016,3,10.46
2018,6,9.51
2017,1,17.65
2016,1,15.69
2018,2,12.04
2017,3,4.5
2018,3,7.95
2017,3,13.93
2017,1,2.83
2017,1,8.8
2017,4,12.75
2016,4,7.67
2016,2,17.75
2016,2,1
2018,2,14.44
2016,2,11
2017,1,5.53
2017,2,10.27
2016,1,19
2016,2,11.56
2016,2,14.53
2016,4,13
2016,4,12.04
2016,4,18.74
2016,2,10.28
2017,4,12.03
2017,3,14.31
2016,6,8
2018,3,10.25
2016,4,11.77
2017,1,7.12
2016,4,34
2016,3,10.44
2017,5,7.52
2018,2,13.35
2016,3,11.53
2016,2,11.22
2016,3,11.41
2017,1,9.83
2016,6,7.7
2017,4,10
2016,2,20
2017,6,5.13
2017,2,4
2018,3,9.86
2016,1,9.45
2018,5,8.15
2017,1,15.12
2016,3,8
2016,1,10.03
2017,2,5
2018,3,6.55
2016,6,11.49
2017,1,8
2018,3,9.47
2016,3,5.75
2017,3,14.76
2016,3,24.27
2017,1,3.9
2016,1,9
2017,2,15.14
2017,1,5
2016,3,12.29
2018,6,11.59
2016,3,12.99
2018,5,8.4
2018,2,8.07
2017,2,15.09
2016,1,11.96
2016,2,18.75
2018,3,12.56
2017,3,13
2016,4,19
2017,5,9.4
2016,1,13
2017,2,6
2017,6,13.38
2017,2,11.25
2017,2,14.02
2017,2,10.09
2017,3,12
2016,1,4.33
2017,2,13.54
2018,1,15.94
2017,3,3
2016,1,10
2016,2,12.92
2017,3,8.55
2016,2,17
2016,2,10.25
2016,2,12.11
2017,5,10.08
2017,2,15.8
2017,2,4.5
2016,5,4.94
2016,2,3
2017,4,8.29
2018,2,15.94
2018,4,7.88
2018,5,30
2017,2,12.79
2017,2,13.79
2018,1,15.57
2017,1,12.23
2017,5,30
2016,2,11.44
2017,2,9.5
2017,3,13.67
2016,5,37.67
2018,2,11.63
2016,1,8.78
2016,3,12.62
2016,2,14.75
2016,3,12.8
2016,3,16.75
2016,1,17.67
2016,4,4.44
2017,1,21.5
2016,2,13.56
2017,3,20
2016,3,9.85
2017,3,17.14
2018,1,1
2017,3,4.05
2018,2,14.76
2017,3,6.5
2016,5,11.31
2016,4,14.79
2018,1,1.5
2017,3,12.13
2016,6,7.98
2017,2,7.83
2018,4,10.11
2016,2,9.95
2017,1,17.5
2018,3,8.25
2016,6,9.7
2016,1,13.71
2016,1,7
2017,2,20.86
2017,4,5
2016,3,13.85
2017,3,8.23
2017,4,25.25
2017,2,29
2016,2,12.52
2016,2,16
2018,4,10.04
2017,1,7.38
2017,1,8.33
2016,2,8.9
2016,2,13.89
2017,5,10.71
2016,3,3
2018,6,12.13
2016,1,17
2016,4,11.68
2018,2,14.17
2016,5,8
2016,2,12
2017,1,11.75
2017,4,14.33
2017,2,9.56
2016,2,22.15
2018,2,15.08
2016,1,12.58
2016,2,37
2016,3,10.96
2016,5,21
2016,5,10
2016,2,7.67
2017,5,17.67
2017,2,17.97
2017,4,24
2016,5,8
2016,2,13.54
2017,1,14.98
2016,2,8
2016,4,12.6
2016,1,13
2017,5,8.97
2016,6,11.47
2017,6,23
2016,2,15
2017,2,33
2018,1,6.71
2017,3,7.59
2017,6,13.1
2016,3,34
2017,1,10.34
2016,3,12.84
2018,2,15
2016,2,13.71
2017,2,13.02
2018,3,35
2017,3,21.8
2017,2,3
2016,2,11.79
2017,2,6.75
2018,2,86
2016,2,15.74
2017,3,18
2017,5,11.89
2017,2,9.5
2017,2,12.29
2017,4,22.3
2016,3,9.76
2017,1,10.56
2016,4,12
2018,1,2.5
2018,2,36
2017,2,8.33
2016,5,29.57
2016,2,29
2016,1,12.5
2016,4,11.42
2018,1,18
2016,5,10.49
2016,1,9.77
2018,4,30
2018,1,3.82
2016,3,14.4
2017,1,5.27
2016,1,26
2016,1,10.65
2017,3,12.13
2016,6,11.78
2016,3,15.11
2017,1,23.5
2018,5,4.67
2017,1,7.25
2018,3,7
2016,2,3.88
2017,2,5.68
2017,2,12.96
2018,4,8.43
2017,2,9.78
2017,3,11.67
2016,6,8.75
2018,4,29
2016,3,9.11
2016,4,12.89
2017,6,20
2017,3,14.32
2017,4,12.24
2018,1,13
2016,3,12.08
2016,2,4
2017,5,7.43
2016,3,8
2017,2,4
2017,1,16.09
2016,1,12.12
2016,3,14
2016,2,12.09
2018,2,12.49
2018,2,11.7
2017,3,12.41
2018,2,9.5
2017,3,29
2017,2,11.1
2016,2,13.24
2017,1,6.59
2017,3,13.52
2018,4,10.57
2016,4,9.76
2017,2,11.57
2017,2,11.27
2017,6,11
2017,6,21
2016,5,9.45
2016,3,27
2017,3,14
2017,2,12.16
2018,3,4.75
2016,4,23
2016,5,11.19
2017,2,18.76
2016,5,10.55
2016,1,13.2
2016,1,11.29
2016,6,9.36
2016,2,14.42
2016,4,37
2017,5,8.39
2016,1,12.93
2016,4,42.75
2018,1,10.56
2018,4,10.63
2017,6,27
2017,5,18.81
2016,2,16.69
2017,6,7.48
2016,3,25.67
2017,3,12.2
2018,2,15.6
2017,4,8.4
2016,5,18
2017,5,15
2016,6,7.34
2017,2,13.5
2016,3,12.67
2017,3,12.85
2018,2,9.3
2018,2,12.82
2016,2,11.27
2016,3,14.25
2017,4,14.5
2018,6,4.56
2017,2,12
2018,2,14.41
2017,2,20.2
2017,1,15
2016,1,9.23
2016,4,10.82
2017,3,12.64
2017,3,17
2016,2,12.14
2016,2,11.2
2016,3,3.26
2017,3,13.04
2018,3,12.95
2017,4,9.88
2017,3,14.65
2016,3,12.35
2018,6,3
2018,6,15
2018,1,23
2016,2,16.69
2018,1,17.67
2018,3,3.75
2018,5,9
2016,2,19
2017,3,13.96
2018,2,10.17
2018,1,10.16
2016,3,7.92
2017,2,14.87
2016,4,13.59
2017,1,11
2016,1,14
2017,4,6.48
2016,1,17.18
2017,3,9
2017,5,7.7
2017,5,37.29
2016,4,19
2017,6,8.72
2018,6,17.07
2016,3,11
2018,5,14.52
2018,5,27
2017,2,10.61
2018,3,12.1
2017,1,15
2017,2,11.34
2018,6,10.81
2017,1,14
2016,1,6.28
2018,2,12.82
2017,4,26
2016,3,9.25
2017,3,15.57
2017,3,19
2017,2,13.83
2017,2,11.74
2017,3,11.82
2017,3,6.67
2017,2,21
2017,1,12
